PC1	PC2	PC3	PC4	PC5	PC6	sample	group	sample_simple
91.76897335128777	-4.591649991309757	-13.934493721129837	24.465067879907135	69.75025686506505	-63.459972929400166	Ballerino2022_iPSC_NeuNplus_sampled_dots_final_12000000maxloci_0.13fdr_15000res_small_NaN5_final_sorted_with_intensity_removed_duplicates_noHeader.bed	iPSC-derived neurons	Ballerino2022_iPSC
-65.85635456081839	-75.95539383431195	3.685972247851548	-11.87697971223996	12.78308725725617	14.652735634315713	Heffel_adult_sampled_dots_final_12000000maxloci_0.13fdr_15000res_small_NaN5_final_sorted_with_intensity_removed_duplicates_noHeader.bed	Post-mortem neurons	Heffel_adult_sampled_dots
-103.14395778148001	-29.909139906312408	2.2748156672141353	6.157411470161318	-17.7797365623781	-15.302596924485279	Hu2021_NeuNplus_sampled_dots_final_12000000maxloci_0.13fdr_15000res_small_NaN5_final_sorted_with_intensity_removed_duplicates_noHeader.bed	Post-mortem neurons	Hu2021
-26.480343644914424	77.27388925551307	-31.412918846893135	-16.187378551053882	54.88445374013338	87.99150306393439	Li2022_iPSC_NeuNplus_sampled_dots_final_12000000maxloci_0.13fdr_15000res_small_NaN5_final_sorted_with_intensity_removed_duplicates_noHeader.bed	iPSC-derived neurons	Li2022
-46.407631221391206	134.40658737222594	4.178271950110392	17.4783625237745	-45.39675439064003	-41.676075511366896	Our_data_iPSC_NeuNplus_sampled_dots_final_12000000maxloci_0.13fdr_15000res_small_NaN5_final_sorted_with_intensity_removed_duplicates_noHeader.bed	iPSC-derived neurons	Our
-80.7517518200327	-33.86832933231071	1.8211189653242943	0.5444792964945281	-9.799102125327076	-19.28292651251692	Pletenev2024_NeuNplus_sampled_dots_final_12000000maxloci_0.13fdr_15000res_small_NaN5_final_sorted_with_intensity_removed_duplicates_noHeader.bed	Post-mortem neurons	Pletenev2024
-106.99195331396783	14.513061460332022	0.5414841451655432	4.887687109256557	-9.063713726479715	5.0412672967737135	Rahman2023_NeuNplus_sampled_dots_final_12000000maxloci_0.13fdr_15000res_small_NaN5_final_sorted_with_intensity_removed_duplicates_noHeader.bed	Post-mortem neurons	Rahman2023
131.60976540743223	-15.021148419131512	-73.5746009473422	-84.11166685388267	-55.137687584877234	0.6897040797602298	Rahman2023_iPSC_NeuNplus_CRISPRi_Scrambled_A_DpnII-HinfI_sampled_dots_final_12000000maxloci_0.13fdr_15000res_small_NaN5_final_sorted_with_intensity_removed_duplicates_noHeader.bed	iPSC-derived neurons	Rahman2023_iPSC
67.4347293068767	11.28604616052575	-23.09387116775113	-6.626643308530109	43.426198905402885	-25.820722244439764	Rajarajan_iPSC_NeuNplus_sampled_dots_final_12000000maxloci_0.13fdr_15000res_small_NaN5_final_sorted_with_intensity_removed_duplicates_noHeader.bed	iPSC-derived neurons	Rajarajan_iPSC
-75.45524609623982	-51.72502134625292	-3.9224455221971097	-7.800672763505947	2.0831621433424674	1.1264990702386626	Tian2023_NeuNplus_sampled_dots_final_12000000maxloci_0.13fdr_15000res_small_NaN5_final_sorted_with_intensity_removed_duplicates_noHeader.bed	Post-mortem neurons	Tian2023
95.02909785684788	4.215556165591753	150.47801785054656	-31.88513973770282	-5.513104137295502	14.810103787212856	Wu2021_iPSC_NeuNplus_sampled_dots_final_12000000maxloci_0.13fdr_15000res_small_NaN5_final_sorted_with_intensity_removed_duplicates_noHeader.bed	iPSC-derived neurons	Wu2021
119.24467251639973	-30.624457584559238	-17.041350620899127	104.95547264732126	-40.23706038420212	41.23048118997347	Zaghi2023_iPSC_NeuNplus_sampled_dots_final_12000000maxloci_0.13fdr_15000res_small_NaN5_final_sorted_with_intensity_removed_duplicates_noHeader.bed	iPSC-derived neurons	Zaghi2023_iPSC
