PC1	PC2	PC3	PC4	PC5	PC6	sample	group	sample_simple
104.74581030951347	-4.577243144141441	-14.416993119342894	18.098322821570964	-36.612064275956826	85.2223403142087	Ballerino2022_iPSC_NeuNplus_sampled_dots_final_12000000maxloci_0.13fdr_15000res_small_NaN5_final_sorted_with_intensity_removed_duplicates_noHeader.bed	iPSC-derived neurons	Ballerino2022_iPSC
-69.78072477360048	-76.98225969249519	7.95177745211088	-14.968467513901693	17.958978680749258	4.9581359375044505	Heffel_adult_sampled_dots_final_12000000maxloci_0.13fdr_15000res_small_NaN5_final_sorted_with_intensity_removed_duplicates_noHeader.bed	Post-mortem neurons	Heffel_adult_sampled_dots
-104.0139015612075	-35.35379493251643	3.3063433899873655	12.824812085241753	-19.338823337717805	-10.703006953511286	Hu2021_NeuNplus_sampled_dots_final_12000000maxloci_0.13fdr_15000res_small_NaN5_final_sorted_with_intensity_removed_duplicates_noHeader.bed	Post-mortem neurons	Hu2021
-38.04311179803549	80.68941978904991	-37.866881281442794	-32.354365106183494	90.54360495731504	19.148887820910403	Li2022_iPSC_NeuNplus_sampled_dots_final_12000000maxloci_0.13fdr_15000res_small_NaN5_final_sorted_with_intensity_removed_duplicates_noHeader.bed	iPSC-derived neurons	Li2022
-52.55574250946655	131.34075987349547	-7.320211723702452	29.747746095739704	-52.30585123655028	-30.435452686155568	Our_data_iPSC_NeuNplus_sampled_dots_final_12000000maxloci_0.13fdr_15000res_small_NaN5_final_sorted_with_intensity_removed_duplicates_noHeader.bed	iPSC-derived neurons	Our
-82.81295685277682	-39.146238137137416	3.4710172617195196	5.058902234514986	-22.520315735804882	-2.168414734164886	Pletenev2024_NeuNplus_sampled_dots_final_12000000maxloci_0.13fdr_15000res_small_NaN5_final_sorted_with_intensity_removed_duplicates_noHeader.bed	Post-mortem neurons	Pletenev2024
-114.65393131489257	15.329809768592773	-2.0740753311519335	6.812746798683239	2.303363100658759	-8.137239089173228	Rahman2023_NeuNplus_sampled_dots_final_12000000maxloci_0.13fdr_15000res_small_NaN5_final_sorted_with_intensity_removed_duplicates_noHeader.bed	Post-mortem neurons	Rahman2023
149.48063790048826	-23.82583634879041	-65.38632070959507	-70.56818249827361	-23.286732445951742	-58.50860221709841	Rahman2023_iPSC_NeuNplus_CRISPRi_Scrambled_A_DpnII-HinfI_sampled_dots_final_12000000maxloci_0.13fdr_15000res_small_NaN5_final_sorted_with_intensity_removed_duplicates_noHeader.bed	iPSC-derived neurons	Rahman2023_iPSC
60.609127504983356	18.718298741900178	-24.501884106321416	-18.334849376740138	-9.674316864824453	42.49943283372129	Rajarajan_iPSC_NeuNplus_sampled_dots_final_12000000maxloci_0.13fdr_15000res_small_NaN5_final_sorted_with_intensity_removed_duplicates_noHeader.bed	iPSC-derived neurons	Rajarajan_iPSC
-77.15652285456972	-57.55929470282349	-0.9250848806971986	-8.604594590777559	2.180912386852793	1.6171073481989373	Tian2023_NeuNplus_sampled_dots_final_12000000maxloci_0.13fdr_15000res_small_NaN5_final_sorted_with_intensity_removed_duplicates_noHeader.bed	Post-mortem neurons	Tian2023
90.27326971874862	21.530629493872734	151.86452301385336	-28.471097270951027	8.91750029297981	-10.114222034834437	Wu2021_iPSC_NeuNplus_sampled_dots_final_12000000maxloci_0.13fdr_15000res_small_NaN5_final_sorted_with_intensity_removed_duplicates_noHeader.bed	iPSC-derived neurons	Wu2021
133.9080462308153	-30.164250709006904	-14.102209965417563	100.75902632107697	41.83374447825041	-33.378966539605884	Zaghi2023_iPSC_NeuNplus_sampled_dots_final_12000000maxloci_0.13fdr_15000res_small_NaN5_final_sorted_with_intensity_removed_duplicates_noHeader.bed	iPSC-derived neurons	Zaghi2023_iPSC
